뉴스,중앙일보,슈스케 박보람 렛미인 수준 다이어트만 한 거 맞아 오전,0.0637
뉴스,한국일보,밤잠 설치게 하던 매미 소리가 오전,0.0307
콘텐츠,예은,,0.0052
콘텐츠,모터트렌드,올드 어패럴,0.0057
콘텐츠,에이스탁,일시장전망,0.0061
콘텐츠,아프리카,,0.0042
콘텐츠,아프리카,,0.0049
콘텐츠,에스콰이어,장르의 시대,0.0065
뉴스,중앙일보,학생부 모집 한 차례만 대입 수시 달라졌다 오후,0.0079
뉴스,중앙일보,이휘재 집 대체 얼마나 넓은 거야 니가 보는 건 빙산의 일각이야 오후,0.0827
뉴스,아시아투데이,김재중인터뷰 오후,0.0086
뉴스,월스트릿트,자아도취에 빠진 의 보수가 더 높다고 합니다 오후,0.007
뉴스,스포츠조선,년만의도전 오후,0.0058
뉴스,전자신문,한국형발사체 엔진 개발 시험 본격 착수 오후,0.0046
콘텐츠,쎄씨,주간 래쉬가드 랭킹,0.0234
콘텐츠,쎄씨,커피 대신 어때요,0.0152
콘텐츠,쎄씨,올 여름 가장 기대되는 쿠션,0.023
콘텐츠,쎄씨,인용 식탁 보양 맛집,0.0109
콘텐츠,쎄씨,후각의 본능,0.0135
콘텐츠,쎄씨,두 얼굴의 란제리,0.0164
콘텐츠,쎄씨,스포티걸이 콕 찍은 신발,0.0127
뉴스,한국일보,만원 명품 선글라스의 깜짝 놀랄 실체 오후,0.0309
콘텐츠,다음,팟 민폐수준,0.019
콘텐츠,다음,뮤직 핫한클럽에서이노래를,0.0126
콘텐츠,다음,스토리볼 안알랴줌,0.0199
콘텐츠,다음,스토리볼 치즈빙수,0.0182
콘텐츠,다음,티스토리 주인귀찮은고양이,0.0166
콘텐츠,다음,프로야구 슬라이딩선수,0.0149
기부,굿네이버스,카카오 비즈,0.0058
마케팅,예은,싸인 이벤트,0.0072
뉴스,중앙일보,악플루머에 지쳐 활동 중단한 설리 최자와 여행을 저녁,0.0587
뉴스,중앙일보,유병언 노숙인 죽음 위장 만원짜리 명품 속옷 입은 채 저녁,0.0446
뉴스,한국일보,삼성전자 중국추격 저녁,0.009
뉴스,한국일보,무려 차례를 간호조무사의 위험한 도발 저녁,0.0314
뉴스,아시아투데이,힐링로드 저녁,0.0083
뉴스,스포츠조선,류현진와다 저녁,0.0066
뉴스,전자신문,분 만에 충전되는 플렉시블 전지 개발 저녁,0.0071
기부,세이브더칠드런,아이들의 행복,0.0133
콘텐츠,아레나,샤멋의맛 대여자,0.0071
콘텐츠,아레나,샤멋의맛 남자,0.0059
콘텐츠,아레나,남자,0.0077
콘텐츠,아레나,대여자,0.0074
콘텐츠,책속의,한줄 자연스럽게,0.0078
콘텐츠,책속의,한줄 네 고통은 나뭇잎 하나,0.0087
콘텐츠,책속의,한줄 밤 열한시,0.0094
콘텐츠,책속의,한줄 네가 어떤 삶을 살든,0.0122
콘텐츠,책속의,한줄 시간을 파는 상점,0.0099
콘텐츠,책속의,한줄 사람이 선물이다,0.0093
콘텐츠,책속의,한줄 중국견문록,0.008
콘텐츠,빙글,뇌가 좋아하는 가지 자극,0.0214
콘텐츠,빙글,그림을 넘기다보면 쏙쏙 들어와요 쉽고 재밌고 효과적인 영어공부,0.007
콘텐츠,빙글,마음을 얻는 사람들의 가지 공통점,0.0254
콘텐츠,빙글,닭의 신세계가 펼쳐집니다 이색 치킨 맛집 신기한 레시피,0.0193
콘텐츠,빙글,대 후반이 꼭 알아야 할 가지,0.0186
콘텐츠,빙글,남자는 머리 하기 나름이다 멋있는 헤어스타일 모음,0.0381
콘텐츠,빙글,미란다 커가 직접 보여드립니다 그녀가 매일 아침 하는 요가 동작들,0.0148
뉴스,중앙일보,잘 나온 사진 토익 점보다 만원이 결코 아깝지 않다 오전,0.0276
뉴스,중앙일보,두 도시 이야기 공연 시작 불과 분 앞두고 취소 통보 멘붕 오전,0.0503
뉴스,아시아투데이,거북목증후군 오전,0.0233
뉴스,월스트릿트,처음엔 그의 외향적 성격과 자신감에 끌렸는데 지금은 오전,0.0167
뉴스,전자신문,글로벌 시장 주름잡는 한국 배터리 오전,0.0072
콘텐츠,아이즈,마케팅 담당자 인터뷰 오전,0.0084
콘텐츠,아이즈,프로야구 굿즈 오후,0.0044
콘텐츠,코스모폴리탄,남자를 유혹할 수 있는 세 가지 말말말 대남성,0.0425
콘텐츠,코스모폴리탄,남자를 유혹할 수 있는 세 가지 말말말 여성,0.0448
콘텐츠,엘르,누가누가더 오전,0.0101
콘텐츠,엘르,장보기와식사 오후,0.0112
콘텐츠,엘르,놈코어 저녁,0.0076
콘텐츠,에이스탁,일시장전망,0.0059
마케팅,스벅,이벤트컨텐츠슬랏,0.0117
뉴스,중앙일보,주민들 목숨걸고 카톡 쓴다 사용자 적발되면 오후,0.0294
뉴스,중앙일보,사단 그곳에선 무슨일이 충격적인 부대 내 폭행 일파만파 오후,0.0191
뉴스,한국일보,올 여름 모기가 안 보이는 이유 있었네 오후,0.0343
뉴스,한국일보,나영석 몽 복귀시키기 진실 알고보니 오후,0.04
뉴스,아시아투데이,제철과일 오후,0.006
뉴스,월스트리트,디지털 세계에서 또한번 꿈을 꾸는 베니 토끼  작가 구경선 오후,0.0079
뉴스,스포츠조선,판 마르바이크 오후,0.0076
뉴스,전자신문,샤오미 고급화 전략 가동 오후,0.0069
기부,월드비전,식량지원,0.0049
기부,월드비전,식량지원,0.0038
기부,월드비전,기부상점,0.0041
콘텐츠,젠틀맨,,0.0086
콘텐츠,젠틀맨,고민이다,0.0101
콘텐츠,젠틀맨,이달의 신차,0.0222
콘텐츠,젠틀맨,물 좋다,0.0159
콘텐츠,젠틀맨,월의 주말,0.0075
콘텐츠,젠틀맨,이럴 때 이 기계,0.0076
콘텐츠,젠틀맨,정답은 있다,0.0053
콘텐츠,타임트리,컬투 베스트 사연 모음,0.0369
콘텐츠,타임트리,우리가 미처 몰랐던 비밀들,0.0253
콘텐츠,타임트리,파워블로거 이효리,0.0269
콘텐츠,타임트리,당신이 몰랐던 진짜 뉴스,0.0248
콘텐츠,타임트리,음악이 좋은 영화들,0.0071
콘텐츠,타임트리,유재석,0.0224
콘텐츠,타임트리,병의 맛,0.0091
콘텐츠,아이마그넷,,0.0055
콘텐츠,아이마그넷,여인,0.0053
콘텐츠,아이즈,애프터눈 티세트 오전,0.0079
콘텐츠,아이즈,시티브레이크 오후,0.0051
콘텐츠,모터트렌드,으리으리합니다,0.0147
콘텐츠,모터트렌드, ,0.0066
콘텐츠,바자,,0.0086
콘텐츠,바자,조금은 태평하게,0.0066
콘텐츠,썰전회,,0.0232
콘텐츠,엘르,용준형의 홀로서기,0.012
콘텐츠,엘르,눈으로 말해요,0.0059
콘텐츠,엘르,썸이뭐길래 오전,0.0145
콘텐츠,엘르,에디터의 아이라인 연출법 오후,0.0143
콘텐츠,엘르,매니시 슈즈 저녁,0.0089
콘텐츠,북,정호승,0.0053
콘텐츠,북,윤대현,0.0048
콘텐츠,북,오서,0.0038
콘텐츠,북,이로,0.0044
콘텐츠,북,안보윤,0.0052
콘텐츠,북,엄기호,0.0041
콘텐츠,북,유인경,0.0051
콘텐츠,다음,팟 전지현예능,0.0363
콘텐츠,다음,미즈넷 반지하단칸방,0.0263
콘텐츠,다음,버즈런처 걸스데이,0.0137
콘텐츠,다음,스토리볼 발냄새,0.0149
콘텐츠,다음,스토리볼 혈액형다이어트,0.0374
콘텐츠,다음,연예 이하늬,0.0395
콘텐츠,다음,팟 여자헬스,0.0164
콘텐츠,다음,미즈넷 아파트공동명의,0.0223
콘텐츠,다음,미즈쿡 비도오는데,0.0096
콘텐츠,다음,스토리볼 비오는날훈녀패션,0.0129
콘텐츠,다음,스토리볼 있잖아우리집에서,0.024
콘텐츠,다음,영화 미녀배우들,0.0172
뉴스,중앙일보,포천 고무통 살인사건 진실은 대 검거 단독 범행이다 저녁,0.0245
뉴스,중앙일보,발밑에서 잔디가 자란다면 도시에서 느끼는 자연 그린 디자인 저녁,0.0064
뉴스,한국일보,서울 음식점 위생 상태 조사 저녁,0.0133
뉴스,한국일보,소주는 뭐로 만들지 저녁,0.0361
뉴스,아시아투데이,하트하트 저녁,0.0034
뉴스,스포츠조선,조용했던 다저스 저녁,0.0096
뉴스,전자신문,국내 최초로 주행시험장비 국산화 성공 저녁,0.0045
콘텐츠,코스모폴리탄,우리 비밀 결혼했어요 대남성,0.0123
콘텐츠,코스모폴리탄,우리 비밀 결혼했어요 여성,0.022
콘텐츠,코스모폴리탄,네 남자의 베트남 여행기 여성,0.0125
콘텐츠,코스모폴리탄,네 남자의 베트남 여행기 대남성,0.0105
콘텐츠,코스모폴리탄,헤어졌다고 울고만 있을 거야 대남성,0.0116
콘텐츠,코스모폴리탄,헤어졌다고 울고만 있을 거야 여성,0.015
콘텐츠,에스콰이어,우주탐사 기술로 찾은 해답,0.0076
뉴스,중앙일보,몽 예능복귀설 욕심일까 박일 멤버와 뭉치고 싶지만,0.0266
뉴스,아시아투데이,결혼 스트레스,0.0084
뉴스,월스트릿트,유명 건축가의 집을 개조한 우아한 휴스턴 저택을 소개합니다,0.011
뉴스,전자신문,공공기관 조원 임대주택발전소에 투입,0.0044
뉴스,중앙일보,알록달록 접시에 담긴 동유럽 아까워서 못 먹겠네,0.0059
뉴스,아시아투데이,아이돌 리얼리티,0.0138
뉴스,월스트리트,프랑스 칸 해변을 만끽할 수 있는 낭만적인 빌라를 소개합니다,0.0099
뉴스,전자신문,아마존 파이어폰 써보니,0.0095
콘텐츠,다음,팟 남고운동장,0.0246
콘텐츠,다음,스토리볼 권태기극복,0.0183
콘텐츠,다음,스토리볼 화가뭉크,0.0114
콘텐츠,다음,티스토리 박살난액정,0.0272
콘텐츠,다음,티스토리 전주먹방,0.0236
콘텐츠,다음,프로야구 갈소원,0.0149
마케팅,스토리텔링,시즌 화 컨텐츠,0.009
뉴스,한국일보,죽음의 바이러스 에볼라 막기 위해 미국이 나섰다,0.0304
뉴스,한국일보,파격 노출 감행 예은 어느 정도였길래 미친 짓 ,0.0524
콘텐츠,마녀사냥화,,0.0113
뉴스,한국일보,박시연,0.0561
뉴스,한국일보,이런옷 즐겨입는,0.0392
뉴스,한국일보,이혼 아픔 스타 불륜행각의 진실이 뭐길래 오전,0.0403
뉴스,중앙일보,덕성여대 에볼라 감염 우려 국제행사 반대 서명운동 확산 오전,0.0243
뉴스,중앙일보,취업대란이태백시대 입사 초년생 퇴사율 왜 오전,0.0178
뉴스,아시아투데이,저금리 시대 오전,0.0139
뉴스,월스트리트,타코벨의 맥도널드 디스로 시작된 아침메뉴 전쟁 승자는 오전,0.0228
뉴스,전자신문,상원 통신비 부당청구 빈발 오전,0.006
뉴스,한국일보,이순신 오전,0.0135
콘텐츠,에이스탁,일시장전망,0.0053
뉴스,중앙일보,치사율 에볼라 나았다고 신체접촉 하다간 오후,0.0217
뉴스,중앙일보,이렇게 개고생을 명량 백성들 대사에 열광하는 이유가 오후,0.0219
뉴스,아시아투데이,춘곤증 오후,0.0087
뉴스,월스트릿트,저스틴비버 신발로 불리며 혜성처럼 등장한 부세미를 아시나요 오후,0.0109
뉴스,스포츠조선,지동원 멀티골 오후,0.0122
뉴스,전자신문,애플 새 아이패드에 다이렉트 본딩 적용 오후,0.0067
마케팅,에듀케이션,,0.0051
뉴스,한국일보,남자 만원 월급받을때 여자 얼마받나 했더니 오후,0.0311
콘텐츠,아레나,현아의 시간 남자,0.0125
콘텐츠,아레나,현아의 시간 대여자,0.0119
콘텐츠,아레나,신식장비 대여자,0.0064
콘텐츠,아레나,신식장비 남자,0.0083
마케팅,던킨이벤트,,0.0086
콘텐츠,다음,팟 열받은강아지,0.0212
콘텐츠,다음,미즈쿡 후루룩면발,0.0118
마케팅,더크레이지코리아,,0.0057
콘텐츠,다음,스토리볼 어느날그의눈빛이,0.013
콘텐츠,다음,스토리볼 엄청보고싶어,0.0133
콘텐츠,다음,영화 내가사온장미,0.0127
콘텐츠,다음,프로야구 야구여신결과,0.0099
뉴스,중앙일보,악마보다 잔혹 김해 여고생 사건 극악무도한 만행 저녁,0.0395
뉴스,중앙일보,설국열차 실사판 럭셔리 열차 제작 꼬리칸은 저녁,0.0178
뉴스,한국일보,최고 슈퍼갑부 이건희 자산 얼마나 되나 저녁,0.0275
뉴스,한국일보,나크리 물러간 해운대 백사장에 무슨 일 저녁,0.0315
뉴스,아시아투데이,폴리스라인 저녁,0.0401
뉴스,스포츠조선,김광현 류현진 저녁,0.0056
뉴스,전자신문,스마트폰 반란의 시대저가폰의 역습 저녁,0.0109
콘텐츠,아이즈,팬과 야구장 오전,0.007
콘텐츠,아이즈,강동원 조인성 정우성 그래프 오후,0.011
콘텐츠,코스모폴리탄,픽업 아티스트가 전하는 남자를 얻는 방법 대남성,0.0122
콘텐츠,코스모폴리탄,픽업 아티스트가 전하는 남자를 얻는 방법 여성,0.0246
콘텐츠,엘르,탐나는에디션 남성 오전,0.0107
콘텐츠,엘르,눈으로말해요 오후,0.0045
콘텐츠,엘르,뉴칼레도니아 저녁,0.006
뉴스,중앙일보,해운대 폐목재로 뒤덮여 왜휴가 떠난 피서객 당황 오전,0.025
뉴스,중앙일보,강동원 사적으로 많이 만났는데 연기 지적 멋있다 솔직 고백 오전,0.0327
뉴스,아시아투데이,에볼라는 공포 오전,0.0306
뉴스,월스트릿트,스모 선수들에게 씨름보다 힘든 건 비행기 타기 오전,0.0249
뉴스,전자신문,도 중국 천하 소니 위협하는 하이센스 오전,0.0083
뉴스,한국일보,휘청거리던 강북에 노다지 터지나 오전,0.0156
콘텐츠,에이스탁,일시장전망,0.0055
콘텐츠,에스콰이어,소재가 남자를 좌우한다,0.0111
뉴스,중앙일보,김 이혼 소식 하루 만에 결혼 전제로 연애 중 설마 오후,0.0309
뉴스,중앙일보,방독면 쓰고 자라 시청 열외 흔적 없는 정신적 구타 오후,0.024
뉴스,아시아투데이,결항 오후,0.0111
뉴스,월스트리트,전세계 도시 중 스마트폰 월 이용료가 가장 비싼 곳 위는 오후,0.0169
뉴스,스포츠조선,손흥민 아시안게임 오후,0.0062
뉴스,전자신문,실제로 사람이 대답하는 음성비서 앱 등장 오후,0.0074
뉴스,한국일보,덜컥 임신 후 거침없는 욕설까지 청순 미녀스타의 변신 오후,0.0601
콘텐츠,모터트렌드,양카의기준,0.0101
뉴스,한국일보,한계 드러낸 유재석 시한부 자처한 속사정 뭐길래 오후,0.0684
마케팅,책,속의 한 줄 안내,0.0066
콘텐츠,다음,라이프 기왕먹는치킨,0.0131
콘텐츠,다음,라이프 뽀송뽀송,0.0267
콘텐츠,다음,미즈넷 집들이,0.026
콘텐츠,다음,스토리볼 세여고생,0.0267
콘텐츠,다음,스토리볼 빙수,0.0233
콘텐츠,다음,영화 뉴욕기이한사건들,0.0263
콘텐츠,아프리카,트로트의 연인,0.0064
콘텐츠,아프리카,롤챔스 위전,0.0044
콘텐츠,아프리카,조선총잡이,0.0053
콘텐츠,아프리카,결승전,0.0051
콘텐츠,아프리카,연예가 중계,0.0059
콘텐츠,아프리카,개그콘서트,0.006
콘텐츠,아이즈,쇼미더머니 관계도 오전,0.0096
콘텐츠,아이즈,스윙스 인터뷰 오후,0.0065
콘텐츠,엘르,혼자 여행하기 좋은곳 오전,0.0191
콘텐츠,엘르,아직은 여름 오후,0.009
콘텐츠,엘르,요즘 잘나가는 모델 저녁,0.0128
뉴스,중앙일보,쌍꺼풀 수술에 보톡스  응원단은 대남 미인계 저녁,0.034
뉴스,중앙일보,석촌동 도로 한 복판에 구멍 뻥 제 롯데월드 때문 저녁,0.0195
뉴스,한국일보,죽음의 바이러스 원인 찾아냈다 저녁,0.0563
뉴스,한국일보,프란치스코 교황이 한국에서 탈 차라는데 저녁,0.014
뉴스,아시아투데이,대에 해놨으면 저녁,0.0431
뉴스,스포츠조선,김주찬 타격왕 저녁,0.0051
뉴스,전자신문,만화소 카메라 탑재 스마트폰 나온다 저녁,0.0088
콘텐츠,코스모폴리탄,모태솔로를 벗어나는 마지막 방법 대남성,0.0167
콘텐츠,코스모폴리탄,모태솔로를 벗어나는 마지막 방법 여성,0.0163
콘텐츠,모터트렌드,새까만 창문 너머,0.0089
콘텐츠,모터트렌드,두 집 살림을 위한 완벽한 조건,0.0152
콘텐츠,모터트렌드,미래를 달린다,0.0075
콘텐츠,에스콰이어,패션 피플은 개와 고양이를 사랑한다,0.0052
콘텐츠,에스콰이어,신사는 날씨에 예민하다,0.0071
콘텐츠,에스콰이어,꼭 가봐야 할 자동차 대회,0.0086
뉴스,중앙일보,한강상수원 올해 첫 조류주의보 수돗물 끓여 마셔야 오전,0.0086
뉴스,중앙일보,만원 주고 산 주름개선크림 일반 로션보다 효과 낮다 오전,0.0154
뉴스,한국일보,이러니 해외로 나가지 콕 집어 일침 오전,0.0333
뉴스,아시아투데이,직장인들 연말정산 오전,0.017
뉴스,월스트리트,샤오미 대단하네요 중국에서 삼성을 제쳤습니다 오전,0.0196
뉴스,전자신문,녹조로 바이오 플라스틱 만든다 오전,0.0083
뉴스,한국일보,강북입꼬리 오전,0.0116
콘텐츠,에이스탁,일시장전망,0.0054
뉴스,중앙일보,분마다 살려달라 빌어도 한 달간 안 때린 날 기억 안 나 충격 오후,0.0524
뉴스,중앙일보,난 억대 연봉 유튜버 사소한 일상이 사업이 됐다 오후,0.0186
뉴스,한국일보,얼마나 망가졌길래 안타까운 추신수 현실 오후,0.0178
뉴스,아시아투데이,체험여행 오후,0.0073
뉴스,월스트리트,요즘 남자 수트들 예쁘죠 그런데 회사에선 입을수 있나요 오후,0.0115
뉴스,스포츠조선,판 마르바이크의 실리 오후,0.0071
뉴스,전자신문,고도비만 걸린 모바일뱅킹 앱 오후,0.0058
뉴스,한국일보,연예인 빌딩부자 명 누군가 했더니 깜짝 오후,0.0416
뉴스,중앙일보,윤 일병 가족 용서하려 했지만 뒤늦게 진상 알고 눈물 저녁,0.0354
뉴스,중앙일보,금배추 된 조세호 인기 조급증 버리니 빵빵 터졌다 저녁,0.0187
뉴스,한국일보,퇴직한 아빠도 혼기 찬 딸도 서글픈 현실 저녁,0.0279
뉴스,한국일보,국민마저 시청률 포기 유재석에 무슨 일 있었길래 저녁,0.0825
뉴스,아시아투데이,아이폰 출시설 저녁,0.007
뉴스,스포츠조선,대표팀 은퇴 사비 저녁,0.0086
뉴스,전자신문,애플 아이폰 월 일 공개 유력 저녁,0.0088
콘텐츠,다음,팟 골반댄스,0.0185
콘텐츠,다음,스토리볼 답정너,0.0246
콘텐츠,다음,스토리볼 청순가련아이스크림,0.0191
콘텐츠,다음,스토리볼 한강에서도영화를,0.0138
콘텐츠,다음,영화 역풍,0.0173
콘텐츠,다음,티스토리 우리냥이뱃속에,0.0293
콘텐츠,아이즈,괜찮아 사랑이야 오전,0.0201
콘텐츠,아이즈,해적 오후,0.012
콘텐츠,코스모폴리탄,일주일간 만드는 특급 비키니 몸매 대남성,0.0181
콘텐츠,코스모폴리탄,일주일간 만드는 특급 비키니 몸매 여성,0.0329
콘텐츠,엘르,톱스타들의 옛날옛적에 오전,0.0124
콘텐츠,엘르,날씬한 몸매를 원한다면 오후,0.0186
콘텐츠,엘르,크리스탈 화보 저녁,0.0211
콘텐츠,스타일닷컴,나를 원해 초커,0.0082
콘텐츠,스타일닷컴,결혼하면 안되는 남자 ,0.0275
콘텐츠,스타일닷컴,누가 누구랑 사귀나,0.0284
콘텐츠,스타일닷컴,단발에 앞머리 추가요,0.0197
콘텐츠,스타일닷컴,운동화 끈 묶기,0.019
콘텐츠,스타일닷컴,카메라를 향해 를 날려요,0.0078
콘텐츠,스타일닷컴,왕족의 하얀 원피스,0.0131
콘텐츠,스타일닷컴,오뜨 꾸뛰르 아이스크림의 평행이론,0.0093
콘텐츠,스타일닷컴,뒷모습이 아름다운 남자,0.0066
뉴스,중앙일보,고학년이 될수록 수포자 입시암기교육서 벗어나려면 오전,0.0084
뉴스,중앙일보,야구의 나라 미국 축구 열풍 더 이상 변방이 아니다 오전,0.0093
뉴스,아시아투데이,멜로퀸 손예진 오전,0.0096
뉴스,월스트리트,컴퓨터 프로그래머 되는데 학위가 꼭 필요할까요 오전,0.0091
